Observation id,Observation date,Description,Media file,Subject,Trial Order,Date,Condition,Behavior,Behavioral category,Modifiers,Behavior type,Start (s),Stop (s),Duration (s),Comment start,Comment stop
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Functional,Functional,Trial type,,STATE,287.664,353.168,65.504,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Functional,Researcher present,Researcher status,,STATE,287.664,303.413,15.749,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Functional,Arriving at start of trial,Movement,,STATE,289.422,292.667,3.245,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Functional,Solve to toy,Time Spent,,STATE,295.668,296.163,0.495,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Functional,Left box,Proximity,,STATE,296.668,350.164,53.496,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Functional,Toy to end of trial,Time Spent,,STATE,296.668,339.413,42.745,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Functional,Researcher absent,Researcher status,,STATE,303.413,339.413,36,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Functional,Researcher present,Researcher status,,STATE,339.413,353.168,13.755,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Functional,Exiting at end of trial,Movement,,STATE,350.164,351.664,1.5,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Functional,Functional,Trial type,,STATE,381.912,432.666,50.754,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Functional,Researcher present,Researcher status,,STATE,381.912,395.169,13.257,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Functional,Arriving at start of trial,Movement,,STATE,385.66,387.165,1.505,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Functional,Solve to toy,Time Spent,,STATE,387.666,388.164,0.498,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Functional,Left box,Proximity,,STATE,388.667,408.911,20.244,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Functional,Toy to end of trial,Time Spent,,STATE,388.667,426.166,37.499,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Functional,Researcher absent,Researcher status,,STATE,395.169,426.166,30.997,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Functional,Midd box,Proximity,,STATE,408.911,412.415,3.504,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Functional,Fiddling with wood,Fiddling,,STATE,409.912,411.66,1.748,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Functional,Left box,Proximity,,STATE,412.415,414.408,1.993,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Functional,Right box (front),Proximity,,STATE,414.408,422.166,7.758,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Functional,Left box,Proximity,,STATE,422.166,424.667,2.501,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Functional,Right box (front),Proximity,,STATE,424.667,426.166,1.499,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Functional,Left box,Proximity,,STATE,426.166,428.667,2.501,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Functional,Researcher present,Researcher status,,STATE,426.166,432.666,6.5,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Functional,Exiting at end of trial,Movement,,STATE,428.667,431.164,2.497,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Functional,Functional,Trial type,,STATE,450.406,518.915,68.509,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Functional,Researcher present,Researcher status,,STATE,450.406,466.663,16.257,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Functional,Arriving at start of trial,Movement,,STATE,453.663,455.668,2.005,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Functional,Solve to toy,Time Spent,,STATE,461.656,462.166,0.51,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Functional,Toy to end of trial,Time Spent,,STATE,462.166,502.662,40.496,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Functional,Left box,Proximity,,STATE,462.665,485.41,22.745,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Functional,Researcher absent,Researcher status,,STATE,466.663,502.662,35.999,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Functional,Right box (front),Proximity,,STATE,485.41,492.658,7.248,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Functional,Left box,Proximity,,STATE,492.658,498.657,5.999,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Functional,Right box (front),Proximity,,STATE,498.657,502.662,4.005,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Functional,Left box,Proximity,,STATE,502.662,504.917,2.255,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Functional,Researcher present,Researcher status,,STATE,502.662,518.915,16.253,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Functional,Exiting at end of trial,Movement,,STATE,505.415,515.411,9.996,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Functional,Functional,Trial type,,STATE,574.16,635.413,61.253,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Functional,Researcher present,Researcher status,,STATE,574.656,593.164,18.508,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Functional,Arriving at start of trial,Movement,,STATE,580.41,583.911,3.501,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Functional,Solve to toy,Time Spent,,STATE,587.158,587.414,0.256,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Functional,Toy to end of trial,Time Spent,,STATE,587.414,619.908,32.494,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Functional,Left box,Proximity,,STATE,588.413,592.663,4.25,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Functional,Right box (front),Proximity,,STATE,592.663,622.907,30.244,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Functional,Researcher absent,Researcher status,,STATE,593.164,619.908,26.744,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Functional,Researcher present,Researcher status,,STATE,619.908,635.413,15.505,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Functional,Exiting at end of trial,Movement,,STATE,622.907,631.413,8.506,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Non-functional,Non-functional,Trial type,,STATE,664.907,772.41,107.503,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Non-functional,Researcher present,Researcher status,,STATE,664.907,691.659,26.752,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Non-functional,Arriving at start of trial,Movement,,STATE,671.157,674.91,3.753,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Non-functional,Solve to toy,Time Spent,,STATE,680.41,685.411,5.001,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Non-functional,Talking (confusion),Communication,,STATE,683.662,685.411,1.749,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Non-functional,Midd box,Proximity,,STATE,685.411,688.658,3.247,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Non-functional,Toy to end of trial,Time Spent,,STATE,685.411,724.418,39.007,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Non-functional,Left box,Proximity,,STATE,688.658,725,36.342,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Non-functional,Researcher absent,Researcher status,,STATE,691.659,724.418,32.759,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Non-functional,Touching striped bar,Fiddling,,STATE,704.914,706.419,1.505,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Non-functional,Researcher present,Researcher status,,STATE,724.418,772.41,47.992,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Non-functional,Exiting at end of trial,Movement,,STATE,725,726,1,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Non-functional,Non-functional,Trial type,,STATE,783.161,850.411,67.25,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Non-functional,Researcher present,Researcher status,,STATE,783.161,802.157,18.996,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Non-functional,Arriving at start of trial,Movement,,STATE,788.162,790.664,2.502,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Non-functional,Solve to toy,Time Spent,,STATE,792.165,796.662,4.497,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Non-functional,Left box,Proximity,,STATE,796.662,805.411,8.749,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Non-functional,Toy to end of trial,Time Spent,,STATE,796.662,831.416,34.754,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Non-functional,Researcher absent,Researcher status,,STATE,802.157,831.416,29.259,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Non-functional,Right box (front),Proximity,,STATE,805.411,817.415,12.004,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Non-functional,Left box,Proximity,,STATE,817.415,842.411,24.996,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Non-functional,Researcher present,Researcher status,,STATE,831.416,850.411,18.995,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Non-functional,Exiting at end of trial,Movement,,STATE,842.411,846.416,4.005,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Non-functional,Non-functional,Trial type,,STATE,869.913,932.913,63,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Non-functional,Researcher present,Researcher status,,STATE,869.913,882.907,12.994,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Non-functional,Arriving at start of trial,Movement,,STATE,871.659,873.913,2.254,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Non-functional,Solve to toy,Time Spent,,STATE,874.158,879.658,5.5,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Non-functional,Left box,Proximity,,STATE,877.163,883.662,6.499,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Non-functional,Toy to end of trial,Time Spent,,STATE,879.658,913.412,33.754,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Non-functional,Touching striped bar,Fiddling,,STATE,881.915,882.664,0.749,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Non-functional,Researcher absent,Researcher status,,STATE,883.16,913.158,29.998,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Non-functional,Right box (front),Proximity,,STATE,883.662,898.167,14.505,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Non-functional,Left box,Proximity,,STATE,898.167,923.663,25.496,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Non-functional,Researcher present,Researcher status,,STATE,912.663,932.913,20.25,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Non-functional,Exiting at end of trial,Movement,,STATE,923.663,927.16,3.497,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Non-functional,Non-functional,Trial type,,STATE,946.916,1.008.418,61.502,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Non-functional,Researcher present,Researcher status,,STATE,947.408,970.913,23.505,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Non-functional,Arriving at start of trial,Movement,,STATE,953.661,955.168,1.507,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Non-functional,Solve to toy,Time Spent,,STATE,961.169,966.162,4.993,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Non-functional,Left box,Proximity,,STATE,962.666,978.162,15.496,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Non-functional,Toy to end of trial,Time Spent,,STATE,966.162,1.006.914,40.752,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Non-functional,Researcher absent,Researcher status,,STATE,970.913,1.006.419,35.506,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Non-functional,Right box (front),Proximity,,STATE,978.66,983.909,5.249,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Non-functional,Left box,Proximity,,STATE,983.909,1.008.418,24.509,,
ES_Child_103,04.06.2023 01:47,ES_Child_103,/Users/eliza/Everything/ES103 3y7m F YBG.mov,ES103,1,40423,Non-functional,Researcher present,Researcher status,,STATE,1.006.419,1.008.418,1.999,,
ES_Child_106,04.06.2023 02:19,ES_Child_106,/Users/eliza/Everything/ES106 3y11m M LHS.mov,ES106,2,40423,Non-functional,Non-functional,Trial type,,STATE,135.915,214.41,78.495,,
ES_Child_106,04.06.2023 02:19,ES_Child_106,/Users/eliza/Everything/ES106 3y11m M LHS.mov,ES106,2,40423,Non-functional,Researcher present,Researcher status,,STATE,135.915,165.163,29.248,,
ES_Child_106,04.06.2023 02:19,ES_Child_106,/Users/eliza/Everything/ES106 3y11m M LHS.mov,ES106,2,40423,Non-functional,Arriving at start of trial,Movement,,STATE,140.416,142.158,1.742,,
ES_Child_106,04.06.2023 02:19,ES_Child_106,/Users/eliza/Everything/ES106 3y11m M LHS.mov,ES106,2,40423,Non-functional,Solve to toy,Time Spent,,STATE,144.918,152.161,7.243,,
ES_Child_106,04.06.2023 02:19,ES_Child_106,/Users/eliza/Everything/ES106 3y11m M LHS.mov,ES106,2,40423,Non-functional,Toy to end of trial,Time Spent,,STATE,152.161,204.916,52.755,,
ES_Child_106,04.06.2023 02:19,ES_Child_106,/Users/eliza/Everything/ES106 3y11m M LHS.mov,ES106,2,40423,Non-functional,Left box,Proximity,,STATE,154.214,161.16,6.946,,
ES_Child_106,04.06.2023 02:19,ES_Child_106,/Users/eliza/Everything/ES106 3y11m M LHS.mov,ES106,2,40423,Non-functional,Right box (front),Proximity,,STATE,161.16,207.913,46.753,,
ES_Child_106,04.06.2023 02:19,ES_Child_106,/Users/eliza/Everything/ES106 3y11m M LHS.mov,ES106,2,40423,Non-functional,Researcher absent,Researcher status,,STATE,165.163,204.916,39.753,,
ES_Child_106,04.06.2023 02:19,ES_Child_106,/Users/eliza/Everything/ES106 3y11m M LHS.mov,ES106,2,40423,Non-functional,Researcher present,Researcher status,,STATE,204.916,214.41,9.494,,
ES_Child_106,04.06.2023 02:19,ES_Child_106,/Users/eliza/Everything/ES106 3y11m M LHS.mov,ES106,2,40423,Non-functional,Exiting at end of trial,Movement,,STATE,207.913,212.16,4.247,,
ES_Child_106,04.06.2023 02:19,ES_Child_106,/Users/eliza/Everything/ES106 3y11m M LHS.mov,ES106,2,40423,Non-functional,Non-functional,Trial type,,STATE,229.16,303.913,74.753,,
ES_Child_106,04.06.2023 02:19,ES_Child_106,/Users/eliza/Everything/ES106 3y11m M LHS.mov,ES106,2,40423,Non-functional,Researcher present,Researcher status,,STATE,229.16,258.664,29.504,,
ES_Child_106,04.06.2023 02:19,ES_Child_106,/Users/eliza/Everything/ES106 3y11m M LHS.mov,ES106,2,40423,Non-functional,Arriving at start of trial,Movement,,STATE,229.912,231.16,1.248,,
ES_Child_106,04.06.2023 02:19,ES_Child_106,/Users/eliza/Everything/ES106 3y11m M LHS.mov,ES106,2,40423,Non-functional,Solve to toy,Time Spent,,STATE,231.913,236.915,5.002,,
ES_Child_106,04.06.2023 02:19,ES_Child_106,/Users/eliza/Everything/ES106 3y11m M LHS.mov,ES106,2,40423,Non-functional,Toy to end of trial,Time Spent,,STATE,236.915,294.165,57.25,,
ES_Child_106,04.06.2023 02:19,ES_Child_106,/Users/eliza/Everything/ES106 3y11m M LHS.mov,ES106,2,40423,Non-functional,Left box,Proximity,,STATE,238.416,247.414,8.998,,
ES_Child_106,04.06.2023 02:19,ES_Child_106,/Users/eliza/Everything/ES106 3y11m M LHS.mov,ES106,2,40423,Non-functional,Right box (front),Proximity,,STATE,247.414,295.661,48.247,,
ES_Child_106,04.06.2023 02:19,ES_Child_106,/Users/eliza/Everything/ES106 3y11m M LHS.mov,ES106,2,40423,Non-functional,Researcher absent,Researcher status,,STATE,258.664,293.91,35.246,,
ES_Child_106,04.06.2023 02:19,ES_Child_106,/Users/eliza/Everything/ES106 3y11m M LHS.mov,ES106,2,40423,Non-functional,Researcher present,Researcher status,,STATE,293.91,303.913,10.003,,
ES_Child_106,04.06.2023 02:19,ES_Child_106,/Users/eliza/Everything/ES106 3y11m M LHS.mov,ES106,2,40423,Non-functional,Exiting at end of trial,Movement,,STATE,296.161,299.162,3.001,,
ES_Child_106,04.06.2023 02:19,ES_Child_106,/Users/eliza/Everything/ES106 3y11m M LHS.mov,ES106,2,40423,Non-functional,Non-functional,Trial type,,STATE,316.414,390.665,74.251,,
ES_Child_106,04.06.2023 02:19,ES_Child_106,/Users/eliza/Everything/ES106 3y11m M LHS.mov,ES106,2,40423,Non-functional,Researcher present,Researcher status,,STATE,316.906,347.412,30.506,,
ES_Child_106,04.06.2023 02:19,ES_Child_106,/Users/eliza/Everything/ES106 3y11m M LHS.mov,ES106,2,40423,Non-functional,Arriving at start of trial,Movement,,STATE,319.414,320.666,1.252,,
ES_Child_106,04.06.2023 02:19,ES_Child_106,/Users/eliza/Everything/ES106 3y11m M LHS.mov,ES106,2,40423,Non-functional,Solve to toy,Time Spent,,STATE,322.161,326.661,4.5,,
ES_Child_106,04.06.2023 02:19,ES_Child_106,/Users/eliza/Everything/ES106 3y11m M LHS.mov,ES106,2,40423,Non-functional,Left box,Proximity,,STATE,325.167,340.915,15.748,,
ES_Child_106,04.06.2023 02:19,ES_Child_106,/Users/eliza/Everything/ES106 3y11m M LHS.mov,ES106,2,40423,Non-functional,Toy to end of trial,Time Spent,,STATE,326.661,383.412,56.751,,
ES_Child_106,04.06.2023 02:19,ES_Child_106,/Users/eliza/Everything/ES106 3y11m M LHS.mov,ES106,2,40423,Non-functional,Right box (front),Proximity,,STATE,340.915,384.413,43.498,,
ES_Child_106,04.06.2023 02:19,ES_Child_106,/Users/eliza/Everything/ES106 3y11m M LHS.mov,ES106,2,40423,Non-functional,Researcher absent,Researcher status,,STATE,347.412,382.664,35.252,,
ES_Child_106,04.06.2023 02:19,ES_Child_106,/Users/eliza/Everything/ES106 3y11m M LHS.mov,ES106,2,40423,Non-functional,Researcher present,Researcher status,,STATE,382.664,390.665,8.001,,
ES_Child_106,04.06.2023 02:19,ES_Child_106,/Users/eliza/Everything/ES106 3y11m M LHS.mov,ES106,2,40423,Non-functional,Exiting at end of trial,Movement,,STATE,384.914,387.666,2.752,,
ES_Child_106,04.06.2023 02:19,ES_Child_106,/Users/eliza/Everything/ES106 3y11m M LHS.mov,ES106,2,40423,Non-functional,Non-functional,Trial type,,STATE,427.661,535.416,107.755,,
ES_Child_106,04.06.2023 02:19,ES_Child_106,/Users/eliza/Everything/ES106 3y11m M LHS.mov,ES106,2,40423,Non-functional,Researcher present,Researcher status,,STATE,427.661,472.414,44.753,,
ES_Child_106,04.06.2023 02:19,ES_Child_106,/Users/eliza/Everything/ES106 3y11m M LHS.mov,ES106,2,40423,Non-functional,Arriving at start of trial,Movement,,STATE,437.662,451.164,13.502,,
ES_Child_106,04.06.2023 02:19,ES_Child_106,/Users/eliza/Everything/ES106 3y11m M LHS.mov,ES106,2,40423,Non-functional,Solve to toy,Time Spent,,STATE,452.667,457.165,4.498,,
ES_Child_106,04.06.2023 02:19,ES_Child_106,/Users/eliza/Everything/ES106 3y11m M LHS.mov,ES106,2,40423,Non-functional,Toy to end of trial,Time Spent,,STATE,457.165,505.916,48.751,,
ES_Child_106,04.06.2023 02:19,ES_Child_106,/Users/eliza/Everything/ES106 3y11m M LHS.mov,ES106,2,40423,Non-functional,Left box,Proximity,,STATE,458.166,467.665,9.499,,
ES_Child_106,04.06.2023 02:19,ES_Child_106,/Users/eliza/Everything/ES106 3y11m M LHS.mov,ES106,2,40423,Non-functional,Right box (front),Proximity,,STATE,467.665,510.916,43.251,,
ES_Child_106,04.06.2023 02:19,ES_Child_106,/Users/eliza/Everything/ES106 3y11m M LHS.mov,ES106,2,40423,Non-functional,Researcher absent,Researcher status,,STATE,472.912,505.916,33.004,,
ES_Child_106,04.06.2023 02:19,ES_Child_106,/Users/eliza/Everything/ES106 3y11m M LHS.mov,ES106,2,40423,Non-functional,Researcher present,Researcher status,,STATE,505.916,535.416,29.5,,
ES_Child_106,04.06.2023 02:19,ES_Child_106,/Users/eliza/Everything/ES106 3y11m M LHS.mov,ES106,2,40423,Non-functional,Exiting at end of trial,Movement,,STATE,510.916,527.912,16.996,,
ES_Child_106,04.06.2023 02:19,ES_Child_106,/Users/eliza/Everything/ES106 3y11m M LHS.mov,ES106,2,40423,Functional,Functional,Trial type,,STATE,552.663,626.911,74.248,,
ES_Child_106,04.06.2023 02:19,ES_Child_106,/Users/eliza/Everything/ES106 3y11m M LHS.mov,ES106,2,40423,Functional,Researcher present,Researcher status,,STATE,552.663,581.914,29.251,,
ES_Child_106,04.06.2023 02:19,ES_Child_106,/Users/eliza/Everything/ES106 3y11m M LHS.mov,ES106,2,40423,Functional,Arriving at start of trial,Movement,,STATE,555.661,556.664,1.003,,
ES_Child_106,04.06.2023 02:19,ES_Child_106,/Users/eliza/Everything/ES106 3y11m M LHS.mov,ES106,2,40423,Functional,Solve to toy,Time Spent,,STATE,557.665,565.163,7.498,,
ES_Child_106,04.06.2023 02:19,ES_Child_106,/Users/eliza/Everything/ES106 3y11m M LHS.mov,ES106,2,40423,Functional,Toy to end of trial,Time Spent,,STATE,566.16,620.414,54.254,,
